Molecule Name,SMILES,pEC50,pEC50_std.error (-log10(molarity)),source
AUX-0405,CN(c1ccccc1)c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1,6.1934690004532005,0.0424834085261528,semipure
AUX-0406,COC(C)(C(=O)N1CCN(c2cc(C)nc(C(C)C)n2)CC1)c1ccccc1,5.460978915312123,0.1066313743698354,semipure
AUX-0407,COC(=O)c1ccnc(N2CCN(C(=O)C(C)(OC)c3ccccc3)CC2)n1,5.044212947484176,0.1230538500007212,semipure
AUX-0408,CCOc1ncccc1NC(=O)Nc1nc(C2CC2)nc(N2CCNCC2)n1,5.04078604023762,0.1213847189723649,semipure
AUX-0409,CN(c1ccccc1NS(=O)(=O)c1cnn(C2CCC2)c1)S(C)(=O)=O,5.678499251739262,0.1028214471790784,semipure
AUX-0410,CCOc1ncccc1NC(=O)N1CCN(c2cc(C)nc(C(C)C)n2)CC1,4.467102763756364,0.1927024909024271,semipure
AUX-0411,CCOc1ncccc1NC(=O)N1CCN(c2nccc(C(=O)OC)n2)CC1,5.013747956717722,0.1345037174207464,semipure
AUX-0412,Cc1ccc(S(=O)(=O)CC(=O)N2CCOC(C)(c3ccccc3)C2)cc1C,5.287936981673489,0.0763708059404901,semipure
AUX-0413,Cc1ccc(C2CN(C(=O)CS(=O)(=O)c3ccc(C)c(C)c3)CCO2)cc1,6.61888754986943,0.0426845698115841,semipure
AUX-0414,CN(C1CCCCC1)S(=O)(=O)c1ccc(C(=O)NC2(C)CC=CCC2)cc1,6.39901893860434,0.0373960225157703,semipure
AUX-0415,Cc1ccc(S(=O)(=O)CC(=O)N2CCOC(c3cccc(F)c3)C2)cc1C,6.2565574078817905,0.0521176553578535,semipure
AUX-0416,Cc1ccc(S(=O)(=O)CC(=O)N2CCOC(c3ccccc3F)C2)cc1C,5.782727554831488,0.0393899098754998,semipure
AUX-0417,CC(C)c1ccnc(N2CCN(C(=O)Oc3ccccc3C(F)(F)F)CC2)n1,5.660329855807587,0.0672116247385822,semipure
AUX-0418,Cc1cc(F)ccc1-n1ccc(NC(=O)NC(C)CC(=O)Nc2ccccc2)n1,5.693318412609651,0.214,semipure
AUX-0419,Cc1ccc(S(=O)(=O)CC(=O)N2CCOC3(CCc4ccccc43)C2)cc1C,5.5565918650370465,0.0769,semipure
AUX-0420,Cc1ccc(S(=O)(=O)CC(=O)N2CC(c3ccccc3)OCC2(C)C)cc1C,6.888376429735815,0.0567933975035831,semipure
AUX-0421,Cc1ccc(S(=O)(=O)CC(=O)N2CCCOC(c3ccc(F)cc3)C2)cc1C,6.619178472539434,0.0351598137082664,semipure
AUX-0422,COc1ccc(C(C)(C)C)cc1NC(=O)NC1CCN(c2nccc(C(C)C)n2)C1,5.14972081215444,0.148405693960845,semipure
AUX-0423,CC1(NC(=O)c2ccc(S(=O)(=O)NC3CCS(=O)(=O)C3)cc2)CC=CCC1,5.9087134573637865,0.0358639791434246,semipure
AUX-0424,Cc1cc(F)ccc1-n1ccc(NC(=O)NCCNS(=O)(=O)c2ccccc2)n1,6.093129261537019,0.0661567267932747,semipure
AUX-0425,Cc1cc(F)ccc1-n1ccc(NC(=O)NCCS(=O)(=O)Nc2ccccn2)n1,6.587286641992687,0.0878635305459551,semipure
AUX-0426,Cc1cc(F)ccc1-n1ccc(NC(=O)N2CC(S(=O)(=O)Nc3ccccc3)C2)n1,5.857715636455842,0.1006608662788077,semipure
AUX-0427,Cc1cc(F)ccc1-n1ccc(NC(=O)NCCS(=O)(=O)NCc2ccccc2)n1,6.252627595553009,0.0368257043381385,semipure
AUX-0428,Cc1ccc(S(=O)(=O)CC(=O)N2CCOC(c3ccc(OC(F)F)cc3)C2)cc1C,6.636171269504982,0.0383828412184403,semipure
AUX-0429,Cc1ccc(S(=O)(=O)CC(=O)N2CCOC(c3ccc(C(F)(F)F)cc3)C2)cc1C,6.966056556957012,0.0432486126945131,semipure
AUX-0430,Cc1cc(F)ccc1-n1ccc(NC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)n1,5.490986649617631,0.203,semipure
AUX-0431,Cc1cc(F)ccc1-n1ccc(NC(=O)NCCS(=O)(=O)N2CCc3ccccc32)n1,6.11804228882716,0.0359572315397056,semipure
AUX-0432,Cc1ccc(NS(=O)(=O)CCNC(=O)Nc2ccn(-c3ccc(F)cc3C)n2)cc1F,5.69910162658416,0.1274725460638486,semipure
AUX-0433,Cc1ccc(S(=O)(=O)CC(=O)N2CCOC(c3ccc(F)c(Br)c3)C2)cc1C,6.720912110212155,0.0543785113808754,semipure
AUX-0434,Cc1cc(F)ccc1-n1ccc(NC(=O)NCCS(=O)(=O)Nc2ccnc(Br)c2)n1,5.842137027639622,0.0558981439763432,semipure
